DATE,Fed-held Residential MBS,Fed-held Commerical MBS,Fed Total Assets
2012-10-03,0.0,0.0,2808621.0
2012-10-10,0.0,0.0,2811853.0
2012-10-17,0.0,0.0,2847037.0
2012-10-24,0.0,0.0,2841053.0
2012-10-31,0.0,0.0,2823137.0
2012-11-07,0.0,0.0,2830791.0
2012-11-14,0.0,0.0,2877244.0
2012-11-21,0.0,0.0,2871162.0
2012-11-28,0.0,0.0,2851362.0
2012-12-05,0.0,0.0,2859807.0
2012-12-12,0.0,0.0,2917260.0
2012-12-19,0.0,0.0,2920231.0
2012-12-26,0.0,0.0,2907300.0
2013-01-02,0.0,0.0,2917189.0
2013-01-09,0.0,0.0,2928728.0
2013-01-16,0.0,0.0,2963812.0
2013-01-23,0.0,0.0,3011697.0
2013-01-30,0.0,0.0,3008704.0
2013-02-06,0.0,0.0,3014975.0
2013-02-13,0.0,0.0,3074225.0
2013-02-20,0.0,0.0,3095150.0
2013-02-27,0.0,0.0,3090600.0
2013-03-06,0.0,0.0,3108805.0
2013-03-13,0.0,0.0,3165396.0
2013-03-20,0.0,0.0,3206888.0
2013-03-27,0.0,0.0,3202256.0
2013-04-03,0.0,0.0,3215432.0
2013-04-10,0.0,0.0,3227762.0
2013-04-17,0.0,0.0,3295109.0
2013-04-24,0.0,0.0,3318649.0
2013-05-01,0.0,0.0,3317194.0
2013-05-08,0.0,0.0,3324615.0
2013-05-15,0.0,0.0,3354269.0
2013-05-22,0.0,0.0,3398713.0
2013-05-29,0.0,0.0,3385128.0
2013-06-05,0.0,0.0,3400183.0
2013-06-12,0.0,0.0,3410842.0
2013-06-19,0.0,0.0,3470530.0
2013-06-26,0.0,0.0,3478672.0
2013-07-03,0.0,0.0,3492742.0
2013-07-10,0.0,0.0,3504095.0
2013-07-17,0.0,0.0,3537861.0
2013-07-24,0.0,0.0,3574574.0
2013-07-31,0.0,0.0,3571797.0
2013-08-07,0.0,0.0,3585359.0
2013-08-14,0.0,0.0,3646323.0
2013-08-21,0.0,0.0,3645668.0
2013-08-28,0.0,0.0,3644456.0
2013-09-04,0.0,0.0,3654182.0
2013-09-11,0.0,0.0,3662035.0
2013-09-18,0.0,0.0,3722192.0
2013-09-25,0.0,0.0,3734018.0
2013-10-02,0.0,0.0,3747387.0
2013-10-09,0.0,0.0,3758663.0
2013-10-16,0.0,0.0,3813599.0
2013-10-23,0.0,0.0,3839033.0
2013-10-30,0.0,0.0,3843396.0
2013-11-06,0.0,0.0,3851623.0
2013-11-13,0.0,0.0,3907424.0
2013-11-20,0.0,0.0,3906620.0
2013-11-27,0.0,0.0,3925876.0
2013-12-04,0.0,0.0,3932627.0
2013-12-11,0.0,0.0,3993955.0
2013-12-18,0.0,0.0,4008062.0
2013-12-25,0.0,0.0,4032575.0
2014-01-01,0.0,0.0,4023640.0
2014-01-08,0.0,0.0,4028185.0
2014-01-15,0.0,0.0,4071528.0
2014-01-22,0.0,0.0,4097914.0
2014-01-29,0.0,0.0,4102138.0
2014-02-05,0.0,0.0,4109285.0
2014-02-12,0.0,0.0,4119474.0
2014-02-19,0.0,0.0,4149224.0
2014-02-26,0.0,0.0,4159972.0
2014-03-05,0.0,0.0,4171762.0
2014-03-12,0.0,0.0,4181361.0
2014-03-19,0.0,0.0,4222081.0
2014-03-26,0.0,0.0,4226971.0
2014-04-02,0.0,0.0,4236441.0
2014-04-09,0.0,0.0,4244188.0
2014-04-16,0.0,0.0,4283967.0
2014-04-23,0.0,0.0,4296339.0
2014-04-30,0.0,0.0,4296049.0
2014-05-07,0.0,0.0,4303143.0
2014-05-14,0.0,0.0,4336649.0
2014-05-21,0.0,0.0,4327560.0
2014-05-28,0.0,0.0,4322654.0
2014-06-04,0.0,0.0,4330917.0
2014-06-11,0.0,0.0,4340904.0
2014-06-18,0.0,0.0,4368168.0
2014-06-25,0.0,0.0,4368348.0
2014-07-02,0.0,0.0,4377031.0
2014-07-09,0.0,0.0,4383401.0
2014-07-16,0.0,0.0,4398201.0
2014-07-23,0.0,0.0,4410746.0
2014-07-30,0.0,0.0,4406637.0
2014-08-06,0.0,0.0,4410111.0
2014-08-13,0.0,0.0,4431923.0
2014-08-20,0.0,0.0,4412924.0
2014-08-27,0.0,0.0,4413736.0
2014-09-03,0.0,0.0,4415587.0
2014-09-10,0.0,0.0,4421408.0
2014-09-17,0.0,0.0,4449588.0
2014-09-24,0.0,0.0,4459050.0
2014-10-01,0.0,0.0,4450260.0
2014-10-08,0.0,0.0,4455403.0
2014-10-15,0.0,0.0,4474360.0
2014-10-22,0.0,0.0,4481616.0
2014-10-29,0.0,0.0,4486754.0
2014-11-05,0.0,0.0,4486585.0
2014-11-12,0.0,0.0,4488895.0
2014-11-19,0.0,0.0,4492759.0
2014-11-26,0.0,0.0,4485931.0
2014-12-03,0.0,0.0,4486190.0
2014-12-10,0.0,0.0,4488865.0
2014-12-17,0.0,0.0,4502247.0
2014-12-24,0.0,0.0,4509462.0
2014-12-31,0.0,0.0,4497660.0
2015-01-07,0.0,0.0,4499524.0
2015-01-14,0.0,0.0,4516077.0
2015-01-21,0.0,0.0,4512936.0
2015-01-28,0.0,0.0,4500064.0
2015-02-04,0.0,0.0,4500348.0
2015-02-11,0.0,0.0,4501685.0
2015-02-18,0.0,0.0,4496851.0
2015-02-25,0.0,0.0,4486725.0
2015-03-04,0.0,0.0,4487583.0
2015-03-11,0.0,0.0,4489279.0
2015-03-18,0.0,0.0,4495888.0
2015-03-25,0.0,0.0,4480603.0
2015-04-01,0.0,0.0,4481799.0
2015-04-08,0.0,0.0,4483419.0
2015-04-15,0.0,0.0,4485366.0
2015-04-22,0.0,0.0,4489695.0
2015-04-29,0.0,0.0,4471499.0
2015-05-06,0.0,0.0,4472703.0
2015-05-13,0.0,0.0,4501188.0
2015-05-20,0.0,0.0,4480384.0
2015-05-27,0.0,0.0,4463981.0
2015-06-03,0.0,0.0,4465360.0
2015-06-10,0.0,0.0,4468005.0
2015-06-17,0.0,0.0,4487817.0
2015-06-24,0.0,0.0,4495055.0
2015-07-01,0.0,0.0,4479130.0
2015-07-08,0.0,0.0,4481289.0
2015-07-15,0.0,0.0,4493605.0
2015-07-22,0.0,0.0,4500503.0
2015-07-29,0.0,0.0,4485480.0
2015-08-05,0.0,0.0,4486329.0
2015-08-12,0.0,0.0,4489250.0
2015-08-19,0.0,0.0,4487208.0
2015-08-26,0.0,0.0,4475105.0
2015-09-02,0.0,0.0,4475886.0
2015-09-09,0.0,0.0,4478213.0
2015-09-16,0.0,0.0,4487809.0
2015-09-23,0.0,0.0,4497484.0
2015-09-30,0.0,0.0,4484111.0
2015-10-07,0.0,0.0,4486185.0
2015-10-14,0.0,0.0,4504704.0
2015-10-21,0.0,0.0,4501372.0
2015-10-28,0.0,0.0,4489339.0
2015-11-04,0.0,0.0,4489702.0
2015-11-11,0.0,0.0,4492012.0
2015-11-18,0.0,0.0,4486721.0
2015-11-25,0.0,0.0,4477088.0
2015-12-02,0.0,0.0,4478069.0
2015-12-09,0.0,0.0,4480436.0
2015-12-16,0.0,0.0,4489593.0
2015-12-23,0.0,0.0,4496523.0
2015-12-30,0.0,0.0,4486587.0
2016-01-06,0.0,0.0,4486606.0
2016-01-13,0.0,0.0,4501695.0
2016-01-20,0.0,0.0,4488840.0
2016-01-27,0.0,0.0,4482349.0
2016-02-03,0.0,0.0,4483495.0
2016-02-10,0.0,0.0,4486278.0
2016-02-17,0.0,0.0,4483629.0
2016-02-24,0.0,0.0,4489796.0
2016-03-02,0.0,0.0,4478485.0
2016-03-09,0.0,0.0,4481083.0
2016-03-16,0.0,0.0,4486333.0
2016-03-23,0.0,0.0,4492857.0
2016-03-30,0.0,0.0,4482840.0
2016-04-06,0.0,0.0,4484069.0
2016-04-13,0.0,0.0,4499729.0
2016-04-20,0.0,0.0,4490131.0
2016-04-27,0.0,0.0,4474665.0
2016-05-04,0.0,0.0,4477270.0
2016-05-11,0.0,0.0,4478411.0
2016-05-18,0.0,0.0,4473741.0
2016-05-25,0.0,0.0,4461111.0
2016-06-01,0.0,0.0,4461393.0
2016-06-08,0.0,0.0,4463542.0
2016-06-15,0.0,0.0,4472817.0
2016-06-22,0.0,0.0,4482009.0
2016-06-29,0.0,0.0,4466482.0
2016-07-06,0.0,0.0,4470605.0
2016-07-13,0.0,0.0,4472202.0
2016-07-20,0.0,0.0,4480973.0
2016-07-27,0.0,0.0,4464498.0
2016-08-03,0.0,0.0,4466793.0
2016-08-10,0.0,0.0,4468929.0
2016-08-17,0.0,0.0,4466476.0
2016-08-24,0.0,0.0,4473840.0
2016-08-31,0.0,0.0,4457907.0
2016-09-07,0.0,0.0,4459394.0
2016-09-14,0.0,0.0,4481635.0
2016-09-21,0.0,0.0,4473032.0
2016-09-28,0.0,0.0,4452002.0
2016-10-05,0.0,0.0,4459407.0
2016-10-12,0.0,0.0,4457698.0
2016-10-19,0.0,0.0,4467382.0
2016-10-26,0.0,0.0,4454326.0
2016-11-02,0.0,0.0,4453087.0
2016-11-09,0.0,0.0,4455087.0
2016-11-16,0.0,0.0,4453633.0
2016-11-23,0.0,0.0,4465782.0
2016-11-30,0.0,0.0,4446307.0
2016-12-07,0.0,0.0,4448618.0
2016-12-14,0.0,0.0,4470973.0
2016-12-21,0.0,0.0,4469089.0
2016-12-28,0.0,0.0,4451451.0
2017-01-04,0.0,0.0,4453101.0
2017-01-11,0.0,0.0,4452509.0
2017-01-18,0.0,0.0,4460758.0
2017-01-25,0.0,0.0,4452838.0
2017-02-01,0.0,0.0,4453881.0
2017-02-08,0.0,0.0,4456236.0
2017-02-15,0.0,0.0,4454676.0
2017-02-22,0.0,0.0,4468702.0
2017-03-01,0.0,0.0,4458018.0
2017-03-08,0.0,0.0,4459840.0
2017-03-15,0.0,0.0,4469577.0
2017-03-22,0.0,0.0,4478236.0
2017-03-29,0.0,0.0,4469618.0
2017-04-05,0.0,0.0,4474634.0
2017-04-12,0.0,0.0,4484492.0
2017-04-19,0.0,0.0,4479270.0
2017-04-26,0.0,0.0,4470142.0
2017-05-03,0.0,0.0,4471246.0
2017-05-10,0.0,0.0,4473459.0
2017-05-17,0.0,0.0,4467108.0
2017-05-24,0.0,0.0,4470852.0
2017-05-31,0.0,0.0,4459914.0
2017-06-07,0.0,0.0,4462443.0
2017-06-14,0.0,0.0,4476269.0
2017-06-21,0.0,0.0,4474257.0
2017-06-28,0.0,0.0,4463347.0
2017-07-05,0.0,0.0,4467272.0
2017-07-12,0.0,0.0,4466702.0
2017-07-19,0.0,0.0,4476903.0
2017-07-26,0.0,0.0,4465284.0
2017-08-02,0.0,0.0,4466846.0
2017-08-09,0.0,0.0,4469083.0
2017-08-16,0.0,0.0,4462871.0
2017-08-23,0.0,0.0,4463837.0
2017-08-30,0.0,0.0,4452360.0
2017-09-06,0.0,0.0,4453474.0
2017-09-13,0.0,0.0,4471174.0
2017-09-20,0.0,0.0,4458576.0
2017-09-27,0.0,0.0,4455661.0
2017-10-04,0.0,0.0,4460422.0
2017-10-11,0.0,0.0,4459415.0
2017-10-18,0.0,0.0,4469723.0
2017-10-25,0.0,0.0,4461117.0
2017-11-01,0.0,0.0,4455887.0
2017-11-08,0.0,0.0,4458552.0
2017-11-15,0.0,0.0,4448289.0
2017-11-22,0.0,0.0,4450615.0
2017-11-29,0.0,0.0,4438592.0
2017-12-06,0.0,0.0,4437148.0
2017-12-13,0.0,0.0,4452726.0
2017-12-20,0.0,0.0,4447470.0
2017-12-27,0.0,0.0,4448680.0
2018-01-03,0.0,0.0,4443718.0
2018-01-10,0.0,0.0,4446062.0
2018-01-17,0.0,0.0,4439145.0
2018-01-24,0.0,0.0,4441317.0
2018-01-31,0.0,0.0,4419225.0
2018-02-07,0.0,0.0,4420745.0
2018-02-14,0.0,0.0,4434863.0
2018-02-21,0.0,0.0,4411660.0
2018-02-28,0.0,0.0,4393401.0
2018-03-07,0.0,0.0,4396097.0
2018-03-14,0.0,0.0,4407258.0
2018-03-21,0.0,0.0,4401222.0
2018-03-28,0.0,0.0,4392198.0
2018-04-04,0.0,0.0,4386104.0
2018-04-11,0.0,0.0,4383684.0
2018-04-18,0.0,0.0,4385903.0
2018-04-25,0.0,0.0,4372886.0
2018-05-02,0.0,0.0,4356129.0
2018-05-09,0.0,0.0,4358207.0
2018-05-16,0.0,0.0,4337609.0
2018-05-23,0.0,0.0,4337301.0
2018-05-30,0.0,0.0,4327519.0
2018-06-06,0.0,0.0,4319191.0
2018-06-13,0.0,0.0,4324906.0
2018-06-20,0.0,0.0,4315896.0
2018-06-27,0.0,0.0,4305491.0
2018-07-04,0.0,0.0,4289764.0
2018-07-11,0.0,0.0,4291201.0
2018-07-18,0.0,0.0,4291615.0
2018-07-25,0.0,0.0,4277681.0
2018-08-01,0.0,0.0,4255653.0
2018-08-08,0.0,0.0,4258030.0
2018-08-15,0.0,0.0,4228924.0
2018-08-22,0.0,0.0,4228818.0
2018-08-29,0.0,0.0,4218914.0
2018-09-05,0.0,0.0,4208496.0
2018-09-12,0.0,0.0,4210812.0
2018-09-19,0.0,0.0,4208059.0
2018-09-26,0.0,0.0,4192909.0
2018-10-03,0.0,0.0,4174704.0
2018-10-10,0.0,0.0,4176906.0
2018-10-17,0.0,0.0,4175446.0
2018-10-24,0.0,0.0,4173070.0
2018-10-31,0.0,0.0,4139731.0
2018-11-07,0.0,0.0,4141936.0
2018-11-14,0.0,0.0,4145892.0
2018-11-21,0.0,0.0,4106198.0
2018-11-28,0.0,0.0,4097170.0
2018-12-05,0.0,0.0,4086044.0
2018-12-12,0.0,0.0,4088314.0
2018-12-19,0.0,0.0,4084274.0
2018-12-26,0.0,0.0,4075636.0
2019-01-02,0.0,0.0,4058378.0
2019-01-09,0.0,0.0,4056563.0
2019-01-16,0.0,0.0,4050044.0
2019-01-23,0.0,0.0,4047052.0
2019-01-30,0.0,0.0,4039678.0
2019-02-06,0.0,0.0,4026350.0
2019-02-13,0.0,0.0,4028431.0
2019-02-20,0.0,0.0,3981420.0
2019-02-27,0.0,0.0,3974590.0
2019-03-06,0.0,0.0,3969134.0
2019-03-13,0.0,0.0,3971559.0
2019-03-20,0.0,0.0,3962748.0
2019-03-27,0.0,0.0,3955617.0
2019-04-03,0.0,0.0,3935509.0
2019-04-10,0.0,0.0,3936784.0
2019-04-17,0.0,0.0,3931827.0
2019-04-24,0.0,0.0,3928273.0
2019-05-01,0.0,0.0,3889691.0
2019-05-08,0.0,0.0,3892216.0
2019-05-15,0.0,0.0,3864749.0
2019-05-22,0.0,0.0,3860435.0
2019-05-29,0.0,0.0,3851444.0
2019-06-05,0.0,0.0,3847645.0
2019-06-12,0.0,0.0,3849955.0
2019-06-19,0.0,0.0,3844016.0
2019-06-26,0.0,0.0,3826817.0
2019-07-03,0.0,0.0,3813198.0
2019-07-10,0.0,0.0,3815038.0
2019-07-17,0.0,0.0,3808110.0
2019-07-24,0.0,0.0,3803436.0
2019-07-31,0.0,0.0,3779102.0
2019-08-07,0.0,0.0,3781543.0
2019-08-14,0.0,0.0,3786018.0
2019-08-21,0.0,0.0,3764866.0
2019-08-28,0.0,0.0,3759946.0
2019-09-04,0.0,0.0,3761508.0
2019-09-11,0.0,0.0,3769673.0
2019-09-18,0.0,0.0,3844695.0
2019-09-25,0.0,0.0,3857715.0
2019-10-02,0.0,0.0,3945831.0
2019-10-09,0.0,0.0,3949955.0
2019-10-16,0.0,0.0,3966471.0
2019-10-23,0.0,0.0,3968700.0
2019-10-30,0.0,0.0,4019823.0
2019-11-06,0.0,0.0,4039443.0
2019-11-13,0.0,0.0,4047882.0
2019-11-20,0.0,0.0,4030249.0
2019-11-27,0.0,0.0,4052875.0
2019-12-04,0.0,0.0,4065696.0
2019-12-11,0.0,0.0,4095491.0
2019-12-18,0.0,0.0,4137052.0
2019-12-25,0.0,0.0,4165591.0
2020-01-01,0.0,0.0,4173626.0
2020-01-08,0.0,0.0,4149544.0
2020-01-15,0.0,0.0,4175850.0
2020-01-22,0.0,0.0,4145912.0
2020-01-29,0.0,0.0,4151630.0
2020-02-05,0.0,0.0,4166707.0
2020-02-12,0.0,0.0,4182689.0
2020-02-19,0.0,0.0,4171570.0
2020-02-26,0.0,0.0,4158637.0
2020-03-04,0.0,0.0,4241507.0
2020-03-11,0.0,0.0,4311911.0
2020-03-18,0.0,0.0,4668212.0
2020-03-25,0.0,0.0,5254278.0
2020-04-01,1456263.0,1458.0,5811607.0
2020-04-08,1456242.0,3459.0,6083141.0
2020-04-15,1562461.0,5710.0,6367887.0
2020-04-22,1615615.0,6872.0,6573136.0
2020-04-29,1597206.0,7514.0,6655929.0
2020-05-06,1597206.0,8174.0,6721420.0
2020-05-13,1775151.0,8610.0,6934227.0
2020-05-20,1853985.0,8856.0,7037258.0
2020-05-27,1826212.0,8898.0,7097316.0
2020-06-03,1826489.0,9106.0,7165217.0
2020-06-10,1826490.0,9106.0,7168936.0
2020-06-17,1909628.0,9113.0,7094690.0
2020-06-24,1934299.0,9142.0,7082302.0
2020-07-01,1902207.0,9174.0,7009040.0
2020-07-08,1902227.0,9174.0,6920716.0
2020-07-15,1939214.0,9174.0,6958604.0
2020-07-22,1961421.0,9179.0,6964755.0
2020-07-29,1924203.0,9177.0,6949032.0
2020-08-05,1924219.0,9247.0,6945237.0
2020-08-12,1924219.0,9329.0,6957277.0
2020-08-19,1968594.0,9303.0,7010637.0
2020-08-26,1939919.0,9309.0,6990418.0
2020-09-02,1939922.0,9313.0,7017492.0
2020-09-09,1940285.0,9313.0,7010614.0
2020-09-16,1995639.0,9397.0,7064475.0
2020-09-23,2015471.0,9397.0,7093161.0
2020-09-30,1973276.0,9500.0,7056129.0
2020-10-07,1973276.0,9514.0,7074649.0
2020-10-14,2037299.0,9540.0,7151426.0
2020-10-21,2037696.0,9539.0,7177265.0
2020-10-28,1990576.0,9729.0,7146306.0
2020-11-04,1990593.0,9731.0,7157479.0
2020-11-11,1990593.0,9774.0,7175417.0
2020-11-18,2041399.0,9777.0,7243080.0
2020-11-25,1993806.0,9785.0,7216480.0
2020-12-02,1993835.0,9785.0,7222414.0
2020-12-09,1993835.0,9821.0,7242658.0
2020-12-16,2069326.0,9766.0,7362592.0
2020-12-23,2076732.0,9842.0,7404039.0
2020-12-30,2029628.0,9840.0,7363351.0
2021-01-06,2029629.0,9840.0,7334809.0
2021-01-13,2029629.0,9913.0,7333968.0
2021-01-20,2090006.0,9843.0,7414942.0
2021-01-27,2059890.0,9878.0,7404926.0
2021-02-03,2059899.0,9889.0,7410598.0
2021-02-10,2059900.0,9889.0,7442225.0
2021-02-17,2160666.0,9896.0,7557402.0
2021-02-24,2170782.0,9896.0,7590111.0
2021-03-03,2123506.0,9894.0,7557524.0
2021-03-10,2123542.0,9894.0,7579901.0
2021-03-17,2211509.0,9920.0,7693506.0
2021-03-24,2224887.0,9920.0,7719622.0
2021-03-31,2174740.0,9943.0,7688988.0
2021-04-07,2174741.0,9943.0,7708882.0
2021-04-14,2239076.0,9943.0,7793104.0
2021-04-21,2237111.0,9878.0,7820948.0
2021-04-28,2181429.0,9876.0,7780962.0
2021-05-05,2181449.0,9876.0,7810486.0
2021-05-12,2181449.0,9876.0,7830663.0
2021-05-19,2267736.0,9826.0,7922883.0
2021-05-26,2234442.0,9823.0,7903541.0
2021-06-02,2234447.0,9823.0,7935703.0
2021-06-09,2234447.0,9823.0,7952327.0
2021-06-16,2318352.0,9772.0,8064257.0
2021-06-23,2344383.0,9772.0,8101945.0
2021-06-30,2309868.0,9770.0,8078544.0
2021-07-07,2309868.0,9770.0,8097773.0
2021-07-14,2392592.0,9770.0,8201651.0
2021-07-21,2412441.0,9736.0,8240530.0
2021-07-28,2375067.0,9713.0,8221473.0
2021-08-04,2375073.0,9713.0,8235073.0
2021-08-11,2375073.0,9713.0,8257159.0
2021-08-18,2455980.0,9658.0,8342598.0
2021-08-25,2428442.0,9625.0,8332743.0
2021-09-01,2428443.0,9625.0,8349173.0
2021-09-08,2428443.0,9625.0,8357314.0
2021-09-15,2504531.0,9625.0,8448770.0
2021-09-22,2526984.0,9573.0,8489824.0
2021-09-29,2485137.0,9547.0,8447981.0
2021-10-06,2485202.0,9547.0,8464032.0
2021-10-13,2485212.0,9547.0,8480942.0
2021-10-20,2537425.0,9507.0,8564943.0
2021-10-27,2518385.0,9392.0,8556181.0
2021-11-03,2518432.0,9392.0,8574871.0
2021-11-10,2583975.0,9392.0,8663117.0
2021-11-17,2594065.0,9366.0,8674970.0
2021-11-24,2600360.0,9366.0,8681771.0
